n,Loop A (ns),Loop B (ns)
5410,20008249,12390186
5411,22365302,12380268
5412,22947339,12323481
5413,22429236,12448126
5414,22523685,11353916
5415,21440973,12574627
5416,22828033,12494032
5417,22462965,12692895
5418,23249389,12486732
5419,23295863,12254808
5420,22781541,12413739
5421,23129583,12205569
5422,22936862,12773213
5423,22555800,12350824
5424,22792181,12137180
5425,21002872,12567389
5426,22878348,11157690
5427,22441979,10884304
5428,21379273,12645208
5429,22707536,12920577
5430,23679705,11443323
5431,22611187,13235667
5432,23507412,12994841
5433,23564218,15331621
5434,22866507,12748456
5435,23273718,12913441
5436,23620566,12131929
5437,27666356,12879931
5438,23311703,13811614
5439,22969859,12984557
5440,22153450,11637842
5441,22619294,13003799
5442,22927999,12399710
5443,23265242,12542114
5444,23205145,12301172
5445,22019504,12395080
5446,21201594,11100911
5447,20662907,11543054
5448,20684827,11095069
5449,20797931,11353005
5450,20451222,11249802
5451,20367940,11072733
5452,20385000,11236941
5453,21216856,11453197
5454,20085238,10928976
5455,20108582,11059720
5456,20323330,11105170
5457,20111878,11700249
5458,20261951,10992289
5459,20239642,11783482
5460,23745051,12889554
5461,23529281,12626640
5462,22116140,12222028
5463,23461758,12660590
5464,21793277,11453758
5465,21077089,11720960
5466,21988837,12413205
5467,21639902,12038808
5468,23068702,12190769
5469,20948041,11597978
5470,20472701,11748090
5471,21477810,11533293
5472,20501858,11387264
5473,20349459,11623819
5474,21211368,11433298
5475,21626941,11624371
5476,21047530,11958591
5477,20358618,11358560
5478,20808192,11318132
5479,20432531,11203621
5480,21178318,11946602
5481,20560946,11293333
5482,20811719,11871841
5483,21053389,11543877
5484,20652653,11285544
5485,20450652,11145784
5486,21331547,12005387
5487,22506888,12544336
5488,22756079,11834387
5489,20889423,11909064
5490,21105167,11175649
5491,19822358,10916648
5492,22303074,13191352
5493,23392580,12689771
5494,22448778,12566306
5495,23446484,12553466
5496,22503717,11774973
5497,23253862,12368927
5498,20669984,11168513
5499,21793601,12636733
5500,22956134,11888931
5501,20190130,11566355
5502,22198537,12198743
5503,21028413,11829148
5504,20909593,11562378
5505,22742205,12750031
5506,21293112,12111738
5507,21285877,11555631
5508,22514974,13091567
5509,23279972,12831814
5510,21489540,11470282
5511,22947127,11591471
5512,20503903,11954366
5513,20719683,11494326
5514,21721671,12478061
5515,21897778,11694758
5516,20909777,12095717
5517,22584809,12758430
5518,20231003,11388985
5519,20701095,11756465
5520,21477445,11407835
5521,19796631,11915624
5522,20958138,11381630
5523,20327678,11312231
5524,20153212,11908426
5525,20940942,11602567
5526,22142066,12110546
5527,20670636,11241072
5528,20486744,11528132
5529,20914201,11722232
5530,20599009,11267547
5531,20838376,11590070
5532,21006952,11441100
5533,20691410,11170262
5534,21306766,11648977
5535,21944354,11693653
5536,20073945,11404647
5537,21115206,12103142
5538,22618875,12247413
5539,23020589,12634149
5540,23620842,12361980
5541,22492540,12520935
5542,20496629,11886255
5543,21097103,11682405
5544,22770000,12736046
5545,21512472,11684840
5546,20846533,11598066
5547,22121450,12348699
5548,20513641,11435228
5549,20215093,11363358
5550,22202734,11988782
5551,24193906,12831868
5552,20484965,11390353
5553,21946932,12932588
5554,21379839,11565958
5555,20890565,11585135
5556,20644668,12588174
5557,23500119,12870377
5558,23827462,11647573
5559,23760224,13310966
5560,22555418,11614936
5561,20395911,12883822
5562,21155572,11743513
5563,22683391,12991909
5564,20802508,11807330
5565,22999515,12116543
5566,20773455,11145841
5567,19459834,11092078
5568,20501296,11317570
5569,20787212,12241969
5570,21379182,11107787
5571,20738372,11578068
5572,21054625,12234102
5573,20857720,11728617
5574,23555058,13221779
5575,21514635,11857673
5576,20679778,11940393
5577,23007922,11558554
5578,20412724,11485487
5579,20807320,11733576
5580,21060193,12148059
5581,21633167,11621549
5582,21308631,11502723
5583,20512954,11503758
5584,20921478,11634607
5585,23061883,12478837
5586,22217816,11841548
5587,22467881,12555322
5588,22354477,12322478
5589,22066907,12187514
5590,21889024,12296885
5591,21908397,16094789
5592,21755820,12638729
5593,23541464,13158361
5594,24232873,12372624
5595,21027465,11893951
5596,22154044,12648157
5597,21610151,12711948
5598,22637819,11772164
5599,21035095,11777482
5600,21200396,11652734
5601,22120079,12306599
5602,21224193,11606531
5603,20387499,11705258
5604,20879689,11970786
5605,21570742,12367019
5606,21074289,11734997
5607,22012329,12148868
5608,22025119,12254247
5609,21428045,11769552
5610,20583862,11986838
5611,21115967,11843394
5612,21723412,12028059
5613,21165025,12511912
5614,21913760,12230078
5615,21463109,11878932
5616,21655419,12536928
5617,22360854,12604852
5618,21337370,11980086
5619,21507895,11938415
5620,21815362,12122218
5621,21638210,11940595
5622,20996496,11875889
5623,21776097,11684410
5624,20388232,11559311
5625,20836452,12433908
5626,21171172,12240089
5627,22081306,13511363
5628,23092702,12443858
5629,21569221,12403076
5630,21024731,12194343
5631,21300395,12416290
5632,21443751,12238445
5633,21366432,12498246
5634,20676664,12274329
5635,21592509,12037451
5636,21488428,11777666
5637,21706616,11990730
5638,21651533,11798758
5639,20943530,11466996
5640,21315554,12060263
5641,21232879,12729716
5642,23234103,12950232
5643,22612909,12094435
5644,21267057,11767952
5645,21766260,12124473
5646,22229182,12498574
5647,21928641,11727614
5648,20668187,11742220
5649,22062634,12753897
5650,21850153,11659092
5651,20943710,11788329
5652,21403288,12561269
5653,21228963,11876289
5654,22542953,12891058
5655,23877008,13430130
5656,23592123,13366929
5657,21304287,11911292
5658,22793325,13482717
5659,23268320,13429296
5660,23102307,14293509
5661,23535008,12016551
5662,21623852,11886151
5663,21727493,12153980
5664,23903974,13277150
5665,23960019,13688195
5666,22179970,12090347
5667,21868878,12338213
5668,21709046,12049588
5669,21527241,12502036
5670,21611879,12509787
5671,21416362,12411171
5672,24211646,12691166
5673,21025998,12114881
5674,22791445,12602174
5675,22437843,13587353
5676,22374948,12009894
5677,21168175,12185472
5678,21564259,12497465
5679,21125913,12600596
5680,21695092,12420231
5681,22239976,12686917
5682,21273826,12242984
5683,21425656,12605799
5684,23224850,13115842
5685,21784255,12278777
5686,21988807,13580273
5687,23668340,12540414
5688,23941699,13572716
5689,23535260,13917610
5690,23676317,12126382
5691,21023168,12102734
5692,21072189,12030551
5693,21547962,13588517
5694,23466188,14105911
5695,21803999,12159982
5696,21522192,13056689
5697,21453743,12212027
5698,21708937,12290821
5699,22565066,13520603
5700,23226176,12003502
5701,21263881,12871409
5702,21964099,12319988
5703,21478475,12467747
5704,21153868,11861907
5705,20605572,12003902
5706,21074445,12330970
5707,21279143,13152806
5708,21563139,13221695
5709,23147287,12261404
5710,21521295,12112434
5711,22010614,12654776
5712,21302350,12127888
5713,21854799,13305749
5714,24141061,13212351
5715,23370459,13170160
5716,22528239,13817394
5717,24165552,13527929
5718,23696807,12853204
5719,24186493,12996465
5720,23986779,13015560
5721,21349048,12161674
5722,23731778,13292149
5723,23511198,13627343
5724,21960717,12952788
5725,23903468,13905134
5726,24083499,13342207
5727,23443890,13997666
5728,24118781,12553759
5729,21590469,13073702
5730,23194398,13259001
5731,24333275,13824092
5732,23873319,13427294
5733,24074730,13475496
5734,22220816,12096986
5735,22699115,13043328
5736,23453817,13836182
5737,22147877,12398010
5738,23036573,14001994
5739,24212441,13796159
5740,21741410,12227626
5741,23864316,12385738
5742,22662995,12507742
5743,21327038,13537043
5744,24067639,14167075
5745,21906962,12079893
5746,22141054,13663759
5747,24164300,13371332
5748,21395361,12661213
5749,23786472,13871823
5750,24159081,13007942
5751,21389147,12519678
5752,23435167,14373693
5753,23492740,13300937
5754,21370636,14027539
5755,21084297,12183207
5756,22521331,12226875
5757,21181602,13722052
5758,22586520,13140341
5759,23681176,13728893
5760,22925190,13802322
5761,24157265,12767747
5762,22167017,12619536
5763,23673855,13521557
5764,24482682,13725226
5765,21903618,13060376
5766,24172861,13892966
5767,21738280,12864468
5768,21619912,12410793
5769,21642630,12760011
5770,22700230,12805918
5771,21336736,12196101
5772,21558713,13126684
5773,22550242,12933168
5774,22227962,12576549
5775,21436328,12474066
5776,21756397,12957514
5777,22677693,13029325
5778,22363485,12622042
5779,21926950,12652847
5780,21625616,12586934
5781,21624032,12401135
5782,21745946,13065476
5783,22314537,12620606
5784,21955653,13202537
5785,22666642,12725395
5786,22026591,12834918
5787,22714911,12793072
5788,22655439,12981574
5789,22310882,12841434
5790,21821762,12479387
5791,21829929,12996659
5792,22344642,13012486
5793,22999539,13343617
5794,22059494,12358626
5795,21157300,13153020
5796,22395137,13111311
5797,21583968,12311824
5798,21937907,13320527
5799,22828030,12669765
5800,22263382,13029151
5801,22815828,13220307
5802,22426301,12804940
5803,21860694,12668350
5804,22346061,13047817
5805,21987791,12501103
5806,21595939,12182243
5807,21305789,12817880
5808,21266160,12622059
5809,21577718,12155585
5810,21849884,12563131
5811,21372961,12868337
5812,22013614,12788189
5813,22258689,12545700
5814,21801954,12660625
5815,21465296,12893936
5816,21715373,13231446
5817,22068808,12442622
5818,22009895,12769806
5819,22241505,12666770
5820,21788538,13261129
5821,22397198,12626265
5822,21620152,12689149
5823,21486286,12429511
5824,21910553,12682096
5825,22804280,12795296
5826,21726826,12692126
5827,21985770,13106405
5828,22203853,12721794
5829,22260994,12755651
5830,22606305,13413486
5831,22964558,13143785
5832,21858647,12692625
5833,22148807,13053885
5834,22671384,12538609
5835,21575340,12720304
5836,22259035,12756626
5837,21412984,12457442
5838,21811245,13119063
5839,21876664,12935427
5840,21656112,12530029
5841,22897865,13563099
5842,23546375,13600827
5843,22688568,13312488
5844,22392838,13381517
5845,22085809,13179971
5846,22899313,13072937
5847,22789184,13054285
5848,22694357,13318052
5849,23285146,13416746
5850,22727348,13657005
5851,25175260,13568747
5852,22909450,13475940
5853,22394166,13060054
5854,22078444,13246754
5855,23060133,13657971
5856,22487738,12731530
5857,21995445,13050768
5858,21845745,12992072
5859,22146048,13014404
5860,22587125,12917718
5861,22489259,12891171
5862,22444124,12642243
5863,22378246,12796444
5864,22759166,13148073
5865,22217548,13068656
5866,21786338,13274400
5867,22344850,13215900
5868,22694568,13323698
5869,22620886,13497361
5870,23563833,13633530
5871,21917817,12996469
5872,22010338,14244329
5873,22831494,13018665
5874,21726297,12720746
5875,23305842,13617471
5876,22987523,12794109
5877,21977927,12869955
5878,23043058,13514265
5879,22533747,13132755
5880,23085970,13732099
5881,22418171,12561235
5882,21975604,12682406
5883,21525668,13453107
5884,22530490,13894935
5885,22406374,13107532
5886,22706056,17407548
5887,22345898,13358709
5888,22978257,13193540
5889,22358051,13643531
5890,22389911,13167164
5891,23109839,13417882
5892,23420043,13822022
5893,22916186,14369154
5894,23410096,14287221
5895,23926030,13965542
5896,22732378,13066157
5897,22454962,13669808
5898,22552801,13239112
5899,22390021,13170924
5900,22352461,13108973
5901,22733417,13378172
5902,22245665,12802711
5903,22756655,12960234
5904,21854336,12991139
5905,21911075,13638811
5906,23012622,13420282
5907,22158183,12508833
5908,22070189,13465806
5909,22247089,12846383
5910,21622114,12616389
5911,22529150,13290351
5912,22653659,12777801
5913,21398510,12922343
5914,21961908,13115071
5915,21395145,12625562
5916,23189226,13517181
5917,23600906,14035754
5918,22009854,12991157
5919,22218106,13215833
5920,22336348,12771894
5921,21683926,12791476
5922,22180179,13754910
5923,22251318,13307853
5924,22340599,12887479
5925,22582041,13712578
5926,22964208,13240664
5927,22659904,13506254
5928,23002186,13475483
5929,22407285,13535441
5930,21805302,12790604
5931,22089948,13614446
5932,22531535,13494761
5933,22947614,14266462
5934,24585159,15038123
5935,25313205,13845917
5936,22854891,13931498
5937,22612089,13472492
5938,22986327,13503033
5939,22955290,13024533
5940,21433391,13007123
5941,21616395,12432378
5942,21969952,14320601
5943,23384868,13717034
5944,22074852,12785891
5945,21784062,12793621
5946,21608390,12744959
5947,21797764,13163730
5948,21917999,12863932
5949,21446122,12836651
5950,21746627,13257137
5951,22460786,14458099
5952,22548896,12685547
5953,22112544,13222854
5954,21737713,13236035
5955,23568499,14528977
5956,24364847,14582654
5957,24655265,13072722
5958,21891408,12912048
5959,22753215,15342317
5960,23985971,13111834
5961,21622817,13548335
5962,24242085,15038618
5963,25347633,14916430
5964,25672693,15188412
5965,25497238,15127720
5966,25634875,15526215
5967,25129762,15059237
5968,25390105,14930394
5969,25465027,15775962
5970,25989871,15116399
5971,25252473,14917051
5972,25104079,14861256
5973,25560127,14940743
5974,25679728,15000180
5975,23588884,13153678
5976,22118743,15034417
5977,22496181,13570805
5978,25441183,13466822
5979,22862214,13446740
5980,22051915,13111676
5981,22033242,12999810
5982,22064266,13038494
5983,21827072,13222275
5984,21949964,13054830
5985,25218203,14301532
5986,25186190,13427446
5987,21547351,12885601
5988,21477332,13213791
5989,22107331,13005850
5990,22557060,14617490
5991,24817002,15053258
5992,24380171,15164835
5993,24781730,15211746
5994,24951507,14932828
5995,25348525,15519293
5996,24783954,15378097
5997,25290147,15305555
5998,25540502,14941892
5999,25684805,13385812
6000,22359308,13787830
6001,22370204,13516312
6002,23013890,13563193
6003,22725912,13430388
6004,23001876,13424705
6005,23304202,14274855
6006,23666879,14449035
6007,23859727,14572373
6008,24610563,14636536
6009,22982682,13669956
6010,23516694,13743298
6011,23365262,14065164
6012,22916218,13284420
6013,22702710,13790251
6014,22412621,13522062
6015,22517679,13569088
6016,22965073,13591808
6017,22370939,13994542
6018,22884588,13659706
6019,22354987,13484562
6020,22607620,13726256
6021,23099280,14364399
6022,23394011,13584175
6023,23368424,14271480
6024,23639124,14756916
6025,23949196,14423581
6026,23392422,13760140
6027,22862484,14249334
6028,22818795,13818626
6029,22699906,14041593
6030,23253333,13615798
6031,22800359,14063183
6032,23550099,14616175
6033,23626033,13813500
6034,22706147,14214133
6035,23232181,14063471
6036,23394271,13572233
6037,22367497,13655907
6038,22779363,13704562
6039,22831664,13755940
6040,22428691,13718182
6041,23353558,13975085
6042,22428102,13644531
6043,22946003,13911566
6044,22514694,13697137
6045,22555307,13994950
6046,23601709,14403807
6047,22901780,13255961
6048,22901341,14113168
6049,23086222,13557653
6050,22483145,13764886
6051,22963655,14292311
6052,22756423,14152896
6053,23402974,14464204
6054,23624644,15164187
6055,25459635,15196686
6056,24807768,14479125
6057,24498160,14653898
6058,24337934,15299161
6059,25561807,14457641
6060,24425618,14279847
6061,35351319,20625170
6062,31328465,13636175
6063,22830616,14055787
6064,23366771,13658095
6065,23138050,14380884
6066,24346962,14916253
6067,24082261,14180987
6068,23212502,14095935
6069,23511854,14181712
6070,23107156,13933509
6071,23364299,14157442
6072,23957340,14335667
6073,23552099,14216932
6074,22843079,14148421
6075,22847993,13718617
6076,22993429,14372098
6077,22793136,14172138
6078,23663951,14009923
6079,23134823,15910708
6080,24519203,14711515
6081,23836727,14261639
6082,21956911,13633608
6083,22569293,13694045
6084,22876544,13864301
6085,23431450,14050360
6086,23000064,13928382
6087,22469444,13583870
6088,22388827,13981182
6089,22259539,13496371
6090,23322056,14197674
6091,23058596,14159708
6092,24139927,14811390
6093,23611307,14065608
6094,22418742,13408692
6095,23233840,14452822
6096,23049469,14212116
6097,23066870,13722989
6098,23092981,13679514
6099,22984194,13759955
6100,22439217,13844882
6101,22690383,14128856
6102,23148801,13836305
6103,22488264,13695990
6104,22118813,13787435
6105,22464198,14728972
6106,23530271,13946809
6107,23071302,13828821
6108,22151135,13634079
6109,22350538,13489930
6110,22774348,14010268
6111,25491314,14333160
6112,23195471,14385352
6113,23354739,14480944
6114,24007987,14368623
6115,22992508,14023181
6116,22828075,14089349
6117,23271691,14170940
6118,23076196,14361846
6119,24376024,14599697
6120,24200833,14503182
6121,23752456,14403047
6122,22800819,14271447
6123,23506579,13750027
6124,22737581,13330280
6125,22892868,13830697
6126,22832973,14013241
6127,22288702,13411902
6128,22835693,14261290
6129,23121136,13668753
6130,22343410,13905140
6131,22642601,14278246
6132,23877650,14849118
6133,23185401,14411455
6134,23039959,14064824
6135,22460124,14482428
6136,23327981,14060512
6137,22686991,13615852
6138,22087998,13999317
6139,22566313,13931373
6140,22933070,13577833
6141,22029100,13802623
6142,23559439,14172472
6143,23116041,14099628
6144,22703156,14511759
6145,23307997,14786078
6146,24255639,14682917
6147,23929994,14619378
6148,23436904,14608438
6149,23410032,14003300
6150,24743710,15059915
6151,24235286,14710206
6152,24065127,14786419
6153,24162070,14951638
6154,23916369,14105586
6155,23069722,14309935
6156,22671890,14429590
6157,22796030,13959441
6158,22282298,14207628
6159,24075285,14314613
6160,23881470,14334014
6161,22957375,14103617
6162,22631645,13894762
6163,22804974,13945452
6164,23221140,13722432
6165,22578804,18091802
6166,22814577,14104508
6167,22828032,13710766
6168,22595406,13867385
6169,22457719,13945873
6170,22912681,13888243
6171,23010701,13754942
6172,22982801,14274802
6173,22793445,14774585
6174,24346597,15275276
6175,24685078,15052868
6176,23926770,14712538
6177,23498627,14591241
6178,23517703,14620683
6179,24156236,14515771
6180,23355480,15092898
6181,25011022,15322629
6182,24693024,15404276
6183,24555199,14940446
6184,24284240,15135616
6185,24402727,14714011
6186,24747724,15089166
6187,23970010,15314299
6188,23921460,15113709
6189,24129325,15019915
6190,23899471,14559220
6191,24512301,15308685
6192,24682278,15210722
6193,25131644,15299963
6194,24003433,14934817
6195,23876752,14904720
6196,23913395,14680045
6197,23768066,14806421
6198,24015328,15103355
6199,23695097,15204995
6200,25153069,15130855
6201,24747571,15329790
6202,24825233,15420787
6203,24425090,15186878
6204,24319414,14584129
6205,23017360,14600208
6206,22885873,14115340
6207,22654908,14752118
6208,22932175,14481745
6209,23332683,14264210
6210,23807595,14886782
6211,24051923,14632795
6212,24007746,14738111
6213,23496002,14259132
6214,23367320,14252130
6215,23439457,14744016
6216,23160555,14547384
6217,23102431,14302517
6218,23439123,14889266
6219,23798119,15218657
6220,23221849,14188781
6221,24596212,15069474
6222,24094232,14472020
6223,22658792,14249841
6224,23090336,14813373
6225,23382163,13837910
6226,22926029,14399652
6227,24212212,14762496
6228,23860191,14160908
6229,23273102,14967896
6230,24461869,15284484
6231,24173887,15029305
6232,25479844,16277667
6233,24527552,15716000
6234,24368481,14856152
6235,24025304,14781943
6236,23419791,14562755
6237,23644318,14637913
6238,22988058,14786228
6239,23774187,14778323
6240,23648227,15535574
6241,23940891,14799399
6242,23513725,14628178
6243,23741834,14186363
6244,23090434,14293747
6245,23872244,14559947
6246,23310066,14514510
6247,23313498,15345514
6248,23453550,15548353
6249,23644386,15523111
6250,25050406,15764191
6251,24591256,15531540
6252,24565204,15599302
6253,24574380,15856249
6254,23797452,14813313
6255,23801125,15427683
6256,24955110,15868399
6257,25367359,15463544
6258,24513290,16616456
6259,24867341,15039465
6260,25526550,14827816
6261,25708885,14724623
6262,25099326,16736899
6263,25409701,14977967
6264,23512716,14529706
6265,23262219,14512564
6266,24528616,15886516
6267,25341262,15803689
6268,23567134,14411718
6269,25086994,14890217
6270,23433195,14681932
6271,23903573,14551634
6272,23532986,14823958
6273,23740805,15081586
6274,23838823,14644081
6275,23454205,14576644
6276,23566938,14454304
6277,23795710,14952413
6278,23790996,14881362
6279,24178703,15067805
6280,25057673,16975322
6281,25562486,16846488
6282,26477439,15760040
6283,23929288,16655024
6284,26344256,15966691
6285,26412663,16703995
6286,26671965,16260048
6287,24331489,15076946
6288,23826605,14623880
6289,26310174,17083605
6290,26752410,16589548
6291,26300179,15049568
6292,23599060,15358688
6293,24968134,15371153
6294,24497325,15679740
6295,24832564,15297326
6296,24163664,16712906
6297,25982606,16529815
6298,26891945,16682016
6299,24970024,14797756
6300,23730692,15554548
6301,23581800,14801760
6302,24400866,15107045
6303,23747311,15221616
6304,23505824,14934566
6305,23904873,15259509
6306,23469012,14521686
6307,24245850,15159107
6308,23562046,14674767
6309,23217093,15023602
6310,25506099,17907093
6311,27023428,17037437
6312,25802732,16797799
6313,27003396,17213763
6314,27031041,15912981
6315,25055724,15944651
6316,24387635,15503939
6317,24213775,15263180
6318,24825697,16718589
6319,25073647,15046170
6320,25270059,17023263
6321,27006317,16526848
6322,24226341,16891582
6323,26670584,15112352
6324,25925769,17158036
6325,28105838,17767385
6326,28530962,17864932
6327,28394563,17409039
6328,25139092,15843905
6329,27934820,18327451
6330,28601617,17820017
6331,28412382,18453972
6332,27857910,16934769
6333,26998139,17594677
6334,25015682,14734870
6335,22982963,15037555
6336,23642309,15187453
6337,23409297,15171692
6338,23694266,16456567
6339,27059082,15851135
6340,26460954,15693800
6341,25730501,17307220
6342,26733943,17693133
6343,25584757,14785572
6344,23184660,14833652
6345,23739569,14977827
6346,26085822,15436196
6347,27182799,16735638
6348,26925011,16742580
6349,26981750,17195752
6350,28064213,17529466
6351,27510912,17451540
6352,27630079,17198048
6353,27192189,17146751
6354,27731251,17575553
6355,25984994,15843037
6356,25625794,16838074
6357,24779421,16744622
6358,25543487,15126622
6359,23935567,15731460
6360,24070749,15280035
6361,23748939,15738703
6362,24092464,14946267
6363,23731007,14811270
6364,23972631,15593323
6365,23801314,14740046
6366,23605510,15478225
6367,24212544,15529949
6368,23371769,14609381
6369,23467688,15217275
6370,24277646,15052888
6371,23604204,15272797
6372,23696134,15221336
6373,24787616,16039579
6374,24311611,15331756
6375,24314250,15220463
6376,23613833,15255334
6377,23812951,16173107
6378,25238920,17154232
6379,25639283,17388649
6380,24706605,15053068
6381,25115503,16166141
6382,25145659,16487074
6383,25015576,14887863
6384,24295671,15586274
6385,24083898,14972747
6386,23509943,15294473
6387,24323249,15404432
6388,23217720,14810638
6389,23806465,15173875
6390,23668600,15090981
6391,23909520,15873887
6392,25331775,16204202
6393,24521271,15394882
6394,24401013,15620471
6395,24049785,15179006
6396,23508716,15561131
6397,24134237,17097560
6398,23940825,15454752
6399,24441535,15528274
6400,24083919,15186704
6401,24138994,15685272
6402,24670265,15697583
6403,23963185,15835992
6404,25404815,15434136
6405,25017880,15649765
6406,24416659,15997003
6407,24428852,15823355
6408,25584413,15666449
6409,23980349,15829121
6410,23853340,15127882
6411,23663060,15772018
6412,23715921,15680499
6413,24030693,15983937
6414,24575191,15721598
6415,23905856,15433194
6416,24677515,15539549
6417,23986358,15567767
6418,23646629,15630498
6419,24476586,15345045
6420,24296821,15547004
6421,25642075,15723140
6422,24090218,15182391
6423,23448832,14760902
6424,24434592,15164014
6425,23458087,15166394
6426,23777842,15400209
6427,24333264,15812443
6428,24459687,15466011
6429,25005771,17365568
6430,25026941,16290918
6431,25406652,16802119
6432,25982504,16504160
6433,24399543,15828436
6434,25736127,16914693
6435,25129904,16332695
6436,24032698,15672944
6437,24274278,15717968
6438,26238285,16516042
6439,25514057,15995494
6440,23650914,15806049
6441,25460658,16566900
6442,24668572,15602682
6443,24915974,16544572
6444,26515733,16270265
6445,24300194,15744361
6446,25453559,16207449
6447,24641963,15958016
6448,25763531,16773609
6449,26226955,16089787
6450,24817368,16417215
6451,25113565,16068292
6452,24622698,15521476
6453,24222826,16446367
6454,26428055,16168066
6455,24648144,16452085
6456,26582656,16502873
6457,25376636,16126749
6458,25324211,16222783
6459,24299230,15483993
6460,24092597,16050271
6461,25518883,16910567
6462,26126593,16964738
6463,25160608,16188688
6464,24701539,16023237
6465,24574298,15784714
6466,24328411,15642584
6467,24434125,15904217
6468,24019508,15959799
6469,24048876,16109187
6470,24569707,15729171
6471,26779661,16913386
6472,25183703,16019690
6473,25008807,15702708
6474,24259217,15875745
6475,24519124,16173652
6476,24796774,16195258
6477,24238083,16070106
6478,24704184,15535525
6479,25458396,16383574
6480,27345497,17594625
6481,24854836,15956239
6482,23974876,17791569
6483,26521968,16307538
6484,24874213,16346478
6485,25395335,16210352
6486,24335192,16240471
6487,24518231,16447180
6488,26044753,17492856
6489,27399973,17678583
6490,27095237,17905433
6491,25767973,16689806
6492,27690653,18134396
6493,27702753,18071082
6494,27775569,18051470
6495,27873399,15472324
6496,25273297,16487015
6497,24120196,15465402
6498,24565958,16374974
6499,24591527,16212949
6500,24064082,15949919
6501,27122390,16924194
6502,25365535,16780724
6503,24107224,15796516
6504,25668976,15701998
6505,24722895,16382551
6506,25124496,16153186
6507,24123554,15305398
6508,24107494,16142162
6509,24284706,15473271
6510,24353249,16473053
6511,25176392,16141004
6512,24295364,16904692
6513,26140645,16916476
6514,25741341,16321772
6515,25579722,18310750
6516,27594099,16418660
6517,26674560,17330550
6518,25702057,17511571
6519,24697577,15613002
6520,24870749,16303816
6521,24596563,16305486
6522,25292256,17078819
6523,24810360,16510527
6524,25641209,16135393
6525,24632374,16846256
6526,24002988,15989233
6527,24305028,17956362
6528,26333466,15874318
6529,24227120,16431279
6530,24671651,16431133
6531,24843990,15508184
6532,24454584,15819804
6533,24501646,16413058
6534,25279663,17678402
6535,28914772,17135221
6536,26196383,17800090
6537,27745748,16412632
6538,24352804,16256636
6539,24998690,16256351
6540,25215251,16188603
6541,24258250,15965584
6542,24154129,16027652
6543,24462518,16218296
6544,24945979,16260065
6545,23814359,15850535
6546,23806375,15718185
6547,24197536,16518577
6548,25367079,16483815
6549,27230809,16442835
6550,26180780,18389952
6551,27204733,16798845
6552,24404916,15667291
6553,24174901,16084903
6554,26916260,17544260
6555,26535264,18755616
6556,27848464,16984444
6557,25681952,18564657
6558,27705321,18382242
6559,25458301,17737431
6560,27856892,18342879
6561,28039843,16067599
6562,24332491,15895019
6563,25049775,16417254
6564,24567106,15494828
6565,24444691,16308328
6566,24739495,18463332
6567,27562573,17054493
6568,25509642,17092339
6569,28251693,16246073
6570,24321218,16359009
6571,26410818,16619822
6572,24812145,16525276
6573,24649093,16197228
6574,24163644,16339267
6575,25110006,16335161
6576,24496675,15983885
6577,24577149,15961323
6578,27338384,18714680
6579,28215924,18406067
6580,26439044,15912372
6581,24187246,15968586
6582,26326941,17878559
6583,27599829,18314987
6584,25028813,15808407
6585,24503420,16373947
6586,24978879,15802682
6587,24698315,16698034
6588,26663870,18975633
6589,25267069,16199901
6590,23822054,15849111
6591,24392539,15894920
6592,25274412,16486622
6593,25108180,16120535
6594,25479648,17280658
6595,25335958,16060648
6596,24298845,16639208
6597,24497454,16358118
6598,25142096,16426452
6599,24283156,16211166
6600,26584580,18003277
6601,28385923,17076474
6602,24345506,16265375
6603,24567257,16227450
6604,25096600,17452998
6605,26409743,18247521
6606,27821606,18450914
6607,25532184,17148035
6608,25659257,15968510
6609,24078808,16211705
6610,24789049,16208308
6611,24997453,16282835
6612,24911268,16047736
6613,24957839,16926331
6614,25184239,17191656
6615,25317278,16402537
6616,26230992,16940153
6617,24760539,16754042
6618,28190518,18708573
6619,28004382,18964470
6620,28190736,18195182
6621,28121420,19310855
6622,27995512,17472768
6623,25398880,16952347
6624,27153821,17235273
6625,25533544,16258726
6626,24517380,16525288
6627,24927421,16648343
6628,24671934,16147581
6629,25031521,18102779
6630,27372474,16758928
6631,24456442,16514049
6632,25866928,16254415
6633,23753077,16255112
6634,24103801,15680256
6635,23951572,16041768
6636,25689113,17897325
6637,24477987,15904511
6638,25153824,19064417
6639,27742246,17494418
6640,24613513,16263315
6641,24784758,16467786
6642,24866585,16237040
6643,25047979,16055840
6644,23867960,16544020
6645,24423056,16454763
6646,24567401,16026585
6647,24430379,16660613
6648,24965298,16461373
6649,25169079,16609157
6650,26016891,17179836
6651,26398762,18631159
6652,25356682,16518110
6653,24613841,16268996
6654,25836653,17452403
6655,25465246,16202279
6656,24662992,16573736
6657,26255537,17162816
6658,24362923,16285139
6659,23838267,16525488
6660,25246998,16231966
6661,24541283,16392592
6662,25096010,16504110
6663,24346542,16110804
6664,25045510,16958351
6665,27998006,17445915
6666,25200137,17394364
6667,25542536,16712625
6668,24536159,16254717
6669,25432754,16754244
6670,24972759,16641806
6671,25040394,16692536
6672,25133351,16463220
6673,25187665,16897653
6674,26122963,17727738
6675,25909666,17315574
6676,26503533,17461421
6677,24929387,17053355
6678,24770908,16836847
6679,25073614,16672694
6680,24683939,17121854
