n,Loop A (ns),Loop B (ns)
6681,25882944,17083642
6682,24836004,16571581
6683,25707116,17647324
6684,25612074,16912930
6685,25275050,17204862
6686,26255411,16963909
6687,25020736,17288000
6688,26084825,17702242
6689,26359257,16214742
6690,25278460,16749552
6691,24437315,15893436
6692,24413749,18779175
6693,27123395,19053407
6694,25390290,17362205
6695,25892042,16454128
6696,25020575,16576621
6697,26008229,19069808
6698,27280654,19441824
6699,27649307,19105560
6700,28172888,19324961
6701,28736252,19279394
6702,28095398,19117285
6703,28097450,18947039
6704,28647905,19345402
6705,25052679,16132905
6706,26489960,17959058
6707,27251405,16505169
6708,25630100,16999465
6709,24627792,17123426
6710,24522408,16947808
6711,24750878,17249611
6712,25089045,16794777
6713,25411223,16457239
6714,24831187,16667481
6715,24881193,16893017
6716,26868731,16722085
6717,25722971,18089607
6718,26394481,17608111
6719,26034324,17390787
6720,25620327,17024657
6721,25790974,17626997
6722,26059961,17556229
6723,27498207,16981408
6724,25368679,17036276
6725,24684119,16581820
6726,24812729,16548641
6727,25064041,17069899
6728,24758096,16689460
6729,24992771,17078295
6730,26706375,18340677
6731,24851047,16935863
6732,26294162,18294822
6733,26257464,18667458
6734,25944382,18686961
6735,28604100,18966959
6736,28588701,19229722
6737,27282139,16872108
6738,25753019,17012498
6739,27870049,17694507
6740,26001876,17279935
6741,26604046,18453675
6742,24225427,16767201
6743,25501806,19104794
6744,27863819,19248125
6745,28545235,19593317
6746,28844198,19307865
6747,27851907,18615629
6748,26925341,16973054
6749,25102435,17248432
6750,27630898,18424806
6751,26277817,18001654
6752,26764507,18757300
6753,24584495,17004919
6754,25130077,16672779
6755,24512416,16605320
6756,25353393,16723382
6757,25157346,16751930
6758,25392502,17066937
6759,24784729,16856936
6760,25241592,17665259
6761,25270869,18090947
6762,27399062,17175198
6763,25470367,17391671
6764,27517578,16977178
6765,24914216,17010826
6766,26768352,18662327
6767,24740490,17233877
6768,25205579,19043827
6769,26493665,17070221
6770,25165668,17246816
6771,28456982,16474994
6772,25164611,17255958
6773,25303650,17114854
6774,24863486,17225029
6775,25436592,16760221
6776,24521994,16943049
6777,24888166,16844938
6778,24798406,16918311
6779,24882554,16893503
6780,25237272,17151986
6781,25363200,16788491
6782,25306588,18326419
6783,25187731,17974524
6784,28683135,19776075
6785,29008935,20074862
6786,26068891,17285760
6787,25425923,17493269
6788,26142201,17811981
6789,24350870,16650297
6790,24843640,17304197
6791,25135912,16525188
6792,24453032,17428485
6793,25739712,17825950
6794,26690967,19289410
6795,27503019,19169202
6796,28022317,17805714
6797,25773616,17224954
6798,25246640,17780784
6799,25031117,17234372
6800,25352270,16946870
6801,25483178,17310728
6802,25752822,17785918
6803,25127951,17334964
6804,26174327,17621252
6805,25910218,17330666
6806,25085569,17572817
6807,26207833,17112671
6808,25374795,16789651
6809,25537199,17636193
6810,27318587,17941618
6811,24567297,16888298
6812,27610041,19227570
6813,27120314,17510634
6814,25325809,16762545
6815,25411107,16861438
6816,25008847,18118704
6817,25808130,18013942
6818,26238627,17582860
6819,26408615,17762366
6820,25764294,17876953
6821,25418319,17056302
6822,26487282,17999052
6823,25817137,19644936
6824,27496245,19429688
6825,28370734,18550687
6826,29096008,20789852
6827,27241179,20530072
6828,28874292,19622934
6829,28699623,19892373
6830,28988044,20258352
6831,28712303,19332895
6832,28801451,18874982
6833,26949261,19474795
6834,26709170,16771008
6835,24968526,19542786
6836,25206467,17910667
6837,26706771,18210368
6838,27528207,18074016
6839,25286702,19041052
6840,26998231,17378583
6841,25497824,17330478
6842,25598175,16963910
6843,25008325,17499601
6844,25458481,17358335
6845,25871975,17695325
6846,25575141,17592914
6847,27086183,19326482
6848,26852675,18195475
6849,25531539,17736851
6850,25931122,17159289
6851,25292417,18366258
6852,26575885,17821984
6853,29218901,17604927
6854,25734177,18164186
6855,29927146,17575176
6856,26183900,17060883
6857,25304139,18174381
6858,28447266,21681294
6859,25895961,18143164
6860,26101222,17644358
6861,25119450,20458286
6862,25464881,16850935
6863,27104722,17940083
6864,26728329,18339094
6865,26795806,18081712
6866,26883113,17787770
6867,25662097,17396567
6868,25735199,17275914
6869,25875388,18281350
6870,26582854,17913032
6871,25689490,17979220
6872,25800464,17647079
6873,25409075,17094772
6874,25130746,17345498
6875,25335646,17658743
6876,25866551,18184346
6877,24979697,17409355
6878,25452206,17508215
6879,25136901,17202116
6880,24661913,17247609
6881,25507086,17945947
6882,25196214,17614342
6883,25150463,17164575
6884,24883441,16767242
6885,24765224,17153762
6886,25143240,17253754
6887,25382941,17372134
6888,25120079,17456500
6889,25920900,17257088
6890,25829022,18105747
6891,25607136,17423690
6892,25156796,17153009
6893,25087791,17553882
6894,25480763,17457222
6895,25611013,17430270
6896,24758667,17894512
6897,25514699,17828307
6898,25420756,17459621
6899,25057569,17491432
6900,26078232,17642750
6901,25520288,17223614
6902,25272988,17427632
6903,25624144,19908318
6904,29601617,18252697
6905,26752904,18938371
6906,29868166,18450043
6907,26447052,17780009
6908,25931868,18423822
6909,26685421,20272660
6910,29335742,18605480
6911,25478490,18593726
6912,27796341,19189805
6913,27543424,17848763
6914,26003691,18582350
6915,30271509,18007523
6916,25592844,17836497
6917,25193270,17614997
6918,26137605,17978884
6919,25767352,17881104
6920,25992801,17952957
6921,25689389,18178139
6922,25679999,18128345
6923,26334595,17876894
6924,26061839,17905590
6925,25992911,18059580
6926,25547052,18227612
6927,25414356,17602524
6928,25696809,18129546
6929,25667204,17331593
6930,25648213,18258570
6931,26771947,18415926
6932,25404999,18320342
6933,26982357,18818894
6934,25699494,18322947
6935,27210008,20638346
6936,28649736,20381897
6937,29403974,19323726
6938,29501163,18161912
6939,25908859,19672640
6940,28533771,18187604
6941,26260518,19540176
6942,26925445,18520235
6943,25948164,19515609
6944,27215512,18540860
6945,26391873,18012448
6946,26173441,18056084
6947,25446381,17855609
6948,26760976,18670224
6949,26269866,18663705
6950,27244886,18811791
6951,26998908,18939146
6952,27140613,18822298
6953,27069425,18723505
6954,26697717,18967617
6955,27202330,18339611
6956,26547978,19030469
6957,28149617,19873450
6958,27089835,18241143
6959,26703509,18199915
6960,26240213,17986126
6961,26104137,18043056
6962,27875676,20142813
6963,29170772,20737406
6964,28852313,20340169
6965,29734147,21154391
6966,29303477,20655638
6967,29532307,21165718
6968,29495996,20689347
6969,30276710,19820519
6970,26097350,18408464
6971,27158846,18325585
6972,28936849,18402907
6973,27398673,18933812
6974,26356728,17917232
6975,25545480,17848675
6976,26088557,18816455
6977,26358725,17724359
6978,26357082,18201130
6979,28037259,18042970
6980,25188895,18202368
6981,27034140,17701951
6982,25918925,18484983
6983,26248983,17885420
6984,25844083,18037843
6985,26312608,18622976
6986,25497300,18092875
6987,26157850,18440961
6988,25946056,18038056
6989,26335667,18766653
6990,26043864,18015744
6991,26516900,18649858
6992,26925203,18323574
6993,25969306,18805794
6994,27513602,19524573
6995,27608781,19835104
6996,29594429,20634849
6997,27562427,18489200
6998,26357432,18944521
6999,26527838,18313981
7000,26323140,19608834
7001,25939929,18327121
7002,25626427,18640221
7003,26459013,18146946
7004,25601721,18752649
7005,27055147,18485862
7006,26570804,19076095
7007,28059178,20048848
7008,27861427,19737804
7009,28818408,20290777
7010,26816249,18523793
7011,26635792,19195895
7012,26425150,18128182
7013,26329306,19018101
7014,27043036,18621277
7015,26358957,18757690
7016,26033696,17658968
7017,25685239,18534560
7018,26659155,18287707
7019,25963489,18413908
7020,27019574,21147389
7021,26648058,17566918
7022,26134382,18389370
7023,24905373,17955929
7024,26235105,18974759
7025,26414700,18549141
7026,27324652,19754175
7027,27657174,18438072
7028,25499604,18437521
7029,26481044,18327998
7030,25499284,18749439
7031,28325229,19726568
7032,26106249,18328696
7033,27282247,18910817
7034,25900417,18081985
7035,25937469,18510120
7036,27282764,18136522
7037,26081642,19191993
7038,27494914,18893452
7039,26569565,19067524
7040,26761770,18341935
7041,25729599,18322042
7042,26627339,18940124
7043,26199149,18579125
7044,27619579,19065591
7045,26764422,18394864
7046,25971429,19450598
7047,26691173,18819878
7048,26673946,19486923
7049,27844286,18640035
7050,26750059,18622196
7051,27879055,18540697
7052,26017916,18951182
7053,26775169,18904984
7054,26732587,18460413
7055,27534684,19753157
7056,27221030,19333026
7057,27433941,19855865
7058,27574275,18159830
7059,28247710,19737269
7060,27632224,19708804
7061,28095107,19783915
7062,27401842,17991680
7063,25649154,18453718
7064,26642198,18814819
7065,26765725,18224975
7066,26885145,18849352
7067,26883295,18561497
7068,26744403,18975424
7069,25911294,18542559
7070,26493434,19463676
7071,27636981,19291556
7072,26681088,19157493
7073,27945239,18682879
7074,26573441,19119603
7075,26789999,18524794
7076,26193349,19153978
7077,27487638,18853423
7078,26681265,18515053
7079,27644945,19402787
7080,26011803,18367503
7081,27335941,20147543
7082,26926202,19520271
7083,27319930,19213330
7084,26987547,18678946
7085,28356345,19799820
7086,27580875,19403150
7087,28171396,20365055
7088,28214293,19358767
7089,27635741,19905771
7090,27531135,20443165
7091,27225277,19308247
7092,27469699,21460660
7093,27218281,19464597
7094,27507461,19429889
7095,27815583,19566698
7096,27714311,19647412
7097,27042782,19686624
7098,27143804,19437824
7099,27161398,19015691
7100,26866473,19461141
7101,26349510,18799720
7102,26823479,19402920
7103,26363993,18292274
7104,26188746,18980337
7105,27115047,20053429
7106,27094432,20037099
7107,28151186,19749801
7108,29049633,20961843
7109,28748545,20896274
7110,30334617,21227971
7111,30187399,19548068
7112,27813338,19317548
7113,30103310,21606543
7114,30285178,21738377
7115,29817076,21978893
7116,30692841,21798090
7117,29980297,22060071
7118,30295300,20707305
7119,27963344,21286208
7120,29240148,19893516
7121,30639719,19572455
7122,27381074,18902649
7123,31128580,21785389
7124,28306669,19845567
7125,29817914,20895848
7126,30513935,22642926
7127,33215104,22933172
7128,31410421,21994521
7129,29317305,20417358
7130,28341143,19806116
7131,27365258,19809738
7132,28879818,22209841
7133,29989602,20264881
7134,30123912,21365539
7135,28687713,22893155
7136,29057025,20056065
7137,28562547,21094671
7138,29576745,22048475
7139,30815652,22082637
7140,28884851,20122600
7141,27612800,19709134
7142,27735996,19607567
7143,26981372,18546736
7144,26573062,22331925
7145,27257837,20007558
7146,26903959,19486927
7147,29748300,19167748
7148,29894037,21391853
7149,28986452,19934509
7150,27981459,20501688
7151,31246921,22158441
7152,28732233,24374383
7153,27406979,18894269
7154,26440814,19428819
7155,33840686,23263204
7156,32368184,19468400
7157,31256369,19266397
7158,26980317,19804027
7159,27444586,24429281
7160,27177198,19604845
7161,33317167,18924083
7162,27845500,25070827
7163,28136290,18818433
7164,30607907,22308451
7165,27078175,24654622
7166,27312600,21312350
7167,33277129,25946436
7168,30772409,20230522
7169,26745850,19830245
7170,28066709,20697964
7171,27319745,19028173
7172,27258896,19765882
7173,26699174,19128164
7174,26008038,18840580
7175,26097437,18912900
7176,26317780,19118785
7177,26785281,19186176
7178,26704164,19224196
7179,26943776,20543933
7180,27063548,18883130
7181,26963671,19203872
7182,26095436,18877279
7183,27913912,19794432
7184,28063083,19092796
7185,27689451,18932398
7186,26417463,18939670
7187,26753149,19269975
7188,26632423,19276395
7189,27162098,19064754
7190,26382650,18979780
7191,26201264,18787272
7192,27536535,20563975
7193,27385630,19511194
7194,26958581,20314488
7195,27389185,18884600
7196,26352553,19024911
7197,26949738,19250484
7198,26997478,19678121
7199,27750823,19490537
7200,26300220,19531620
7201,27786811,20074772
7202,28178091,20275106
7203,27775457,19948841
7204,27927005,21166995
7205,28234125,19813709
7206,27687655,19831660
7207,28065152,19743621
7208,27437488,19740763
7209,27569042,19889772
7210,27468229,19566696
7211,26947907,18733786
7212,26617856,19425341
7213,27494839,19736980
7214,27045975,19145894
7215,27200036,19423126
7216,26704331,19344251
7217,26328487,19487872
7218,26277375,19490408
7219,26341149,19358391
7220,26970308,19553232
7221,26990255,19230166
7222,26627536,19325139
7223,26489720,19227576
7224,27316731,19628385
7225,26872068,19603788
7226,27187644,20496960
7227,28048325,24021572
7228,30588757,21683324
7229,30574778,20158773
7230,28399616,21705910
7231,55503496,20448726
7232,29575545,19777275
7233,28243730,21159227
7234,27644111,19764230
7235,26311801,19385989
7236,27255759,18442837
7237,26892923,20357026
7238,27998992,19897443
7239,27111301,19981368
7240,28016226,20318261
7241,26875059,20536902
7242,28594392,19270930
7243,27334333,19938947
7244,27288815,21189170
7245,28462109,20507788
7246,28464245,22701632
7247,32453119,20208083
7248,28577428,21420932
7249,29237407,19793794
7250,27117277,19762359
7251,27442830,19670733
7252,27201904,20757288
7253,27880845,20567058
7254,27673622,20625918
7255,27936349,20735921
7256,27817915,19518177
7257,27824042,19457923
7258,27576285,20230239
7259,27639117,19803430
7260,27987102,20365335
7261,27610010,20073697
7262,27775371,20052649
7263,28098401,19772530
7264,27767945,20554405
7265,27953854,20176959
7266,28378178,20438517
7267,29296787,21691194
7268,27621005,20432045
7269,29082491,20658753
7270,27489362,20302770
7271,27990648,20583302
7272,27869595,20478327
7273,28098460,19846246
7274,27377363,20158330
7275,26879969,23269616
7276,27066765,19717759
7277,27200994,19149330
7278,27153752,19623434
7279,27480779,20025611
7280,27398734,19803537
7281,27777098,19940866
7282,27144810,19899053
7283,27505365,20368740
7284,28369884,20386084
7285,29154698,20594501
7286,27115552,19853148
7287,27641775,20910007
7288,28650580,20059513
7289,27718544,20622784
7290,26945759,19955873
7291,27174757,20254553
7292,27375367,19535949
7293,27636878,20147835
7294,27956815,19549809
7295,27378508,19565823
7296,27027437,19812333
7297,26744483,19982281
7298,27979386,19641560
7299,26369624,19203798
7300,26590808,19792568
7301,27700627,20399672
7302,28019889,20394490
7303,27525103,20380937
7304,28489629,21086108
7305,28199911,19876911
7306,27816813,21032495
7307,26898745,19966115
7308,28919816,20932545
7309,27445673,19803541
7310,27228218,19958218
7311,27593742,20219177
7312,27294716,20392191
7313,27881363,19839460
7314,28071209,20312309
7315,27560162,20135420
7316,27579543,20200896
7317,27518154,19778422
7318,27160315,20304525
7319,27511267,20512400
7320,27427027,20257214
7321,27335529,20380330
7322,27171888,20069078
7323,27190199,19887875
7324,27529730,20023064
7325,28362040,20646003
7326,29154122,21594593
7327,28905563,21445880
7328,28852468,21421134
7329,29590216,21256795
7330,29045872,21241756
7331,29286941,21703331
7332,29715228,21604433
7333,29555839,20976123
7334,29106771,20625318
7335,36757343,20269318
7336,28640758,20453064
7337,27780461,20520963
7338,27286774,20342783
7339,28438669,20193804
7340,26985898,19766924
7341,27266722,19995225
7342,26644460,20258539
7343,28264202,20319567
7344,28049440,20619231
7345,27750854,20274483
7346,26692636,20283986
7347,27341585,20658775
7348,28971962,20897452
7349,29948719,21224798
7350,28603615,21195130
7351,27824963,20642271
7352,28374009,20254884
7353,27034364,20673022
7354,28925449,20150379
7355,28094772,21162292
7356,31950743,22550292
7357,28966121,28500943
7358,32682674,22664474
7359,30812396,22495755
7360,29408147,20465254
7361,28659201,21392727
7362,27643758,20431111
7363,29047942,21780481
7364,29161599,21233384
7365,28218236,20637437
7366,27706026,20426760
